Name_of_Business,Webpage,Business_Website,Description_Short,Description_Long,Description_Complete,Category,Language_Spoken,Business_Address,Business_City,Email,Phone,Facebook_Page,Instagram_Page,Source
Precision Auto Detailing,https://www.blackownedmaine.com/bom-listing/precision-auto-detailing/,NA,"Experience precision detailing at our Black-owned Houlton, Maine shop. Visit us for expert care, unmatched results, and a showroom shine.","Automotive Detailing, ATV & UTV, boat, and outdoor equipment","Automotive Detailing, ATV & UTV, boat, and outdoor equipment",Auto Services & Repairs,English,"2 Grange Street Houlton, Maine","Houlton, Maine",precisionautodetailing17@gmail.com,2075385129,https://www.facebook.com/profile.php?id=100063558805214,,Black Owned Maine
"Pristine Detailing, LLC",https://www.blackownedmaine.com/bom-listing/pristine-detailing-llc/,https://pristinedetailingllc.com,"Experience expert detailing at our Black-owned shop in Portland, Maine. Passionate care for your vehicle's ultimate shine. Visit us today.","Pristine Detailing is committed to getting the job done, especially when it comes to this service. You can count on us to be professional, timely, efficient and  make sure you’re satisfied every step of the way.","PRISTINE DETAILING LLC Restoration Pristine Detailing is committed to getting the job done, especially when it comes to this service. You can count on us to be professional, timely, efficient and  make sure you’re satisfied…",Auto Services & Repairs,English,"955 Forest Ave Portland , Maine","Portland, Maine",Detailingllcpristine@gmail.com,2076139739,https://www.facebook.com/PristinedetailingportlandMe,https://instagram.com/pristine.detailing_llc,Black Owned Maine
ProsperityME (Lewiston),https://www.blackownedmaine.com/bom-listing/prosperityme-lewiston/,https://www.prosperityme.org/,"Join a Black-led nonprofit in Lewiston, Maine empowering immigrants and refugees for financial stability through money management education.","Founded in 2008 by Claude Rwaganje — a refugee from the Democratic Republic of Congo — ProsperityME is a non-profit service organization dedicated to helping Maine’s immigrants and refugees build successful, rewarding lives in their new homeland. Our services are open to all refugees, immigrants, asylees, and low-income individuals in Greater Portland and Lewiston/Auburn, Maine.","ProsperityME is a non-profit service organization dedicated to helping Maine’s immigrants and refugees build successful, rewarding lives in their new homeland.","Cultural Organizations, Nonprofits","French, English","34 Park Street 4th Floor Lewiston, Maine","Lewiston, Maine",prosperityme@prosperityme.org,2077777757,https://www.facebook.com/prosperitymaine,https://instagram.com/prosperitymaine,Black Owned Maine
ProsperityME (Portland),https://www.blackownedmaine.com/bom-listing/prosperityme-portland/,https://www.prosperityme.org/,"Join a Black-led nonprofit in Portland, Maine empowering immigrants and refugees for financial stability through money management education.","Founded in 2008 by Claude Rwaganje — a refugee from the Democratic Republic of Congo — ProsperityME is a non-profit service organization dedicated to helping Maine’s immigrants and refugees build successful, rewarding lives in their new homeland. Our services are open to all refugees, immigrants, asylees, and low-income individuals in Greater Portland and Lewiston/Auburn, Maine. Many New Mainers come from cash-based societies and are unfamiliar with how money and credit work in America, our banking system and how to save for the future. By providing basic money management understanding and skill sets, ProsperityME enables them to attain financial stability — the first step to fully integrating and participating in our communities, joining our workforce and planning for the future.","Founded in 2008 by Claude Rwaganje — a refugee from the Democratic Republic of Congo — ProsperityME is a non-profit service organization dedicated to helping Maine’s immigrants and refugees build successful, rewarding lives in their…","Cultural Organizations, Nonprofits","French, English","175 Lancaster St Suite #216A Portland, Maine","Portland, Maine",prosperityme@prosperityme.org,2077977890,https://www.facebook.com/prosperitymaine,https://instagram.com/prosperitymaine,Black Owned Maine
Providentia Group,https://www.blackownedmaine.com/bom-listing/providentia-group/,https://providentiagroup.com/,"Tailored legal solutions for sole proprietor and LLCs. Partner with us, a Black-owned firm in Portland Maine, to elevate your business needs.","Providentia Group is Maine’s first law firm owned and managed by a Black woman. We specialize in partnering with sole proprietorships and limited liability companies to provide a cost-effective suite of corporate, contract, and litigation services to meet the needs of the busy business owner.","Providentia Group is Maine's first law firm owned and managed by a Black woman. We specialize in partnering with sole proprietorships and limited liability companies to provide a cost-effective suite of corporate, contract, and litigation…","Attorneys & Law Firms, Business + Consulting","English, Spanish",Online Business,Online Business,kwilliams@providentiagroup.com,2075783765,https://www.facebook.com/providentiagroup,https://www.instagram.com/providentiagroup/,Black Owned Maine
Quiet Side Cafe and Ice Cream Shop,https://www.blackownedmaine.com/bom-listing/quiet-side-cafe-and-ice-cream-shop/,NA,"Visit our Black-owned cafe in Southwest Harbor, Maine. Enjoy the best pie, ice cream, seafood baskets, lobster roll, burgers, pizza and more.","Serving the best pie in Maine! Seafood baskets, lobster rolls, burgers, pizza and much more. Something for the whole family!","Serving the best pie in Maine! Seafood baskets, lobster rolls, burgers, pizza and much more. Something for the whole family!",Coffee Shops & Cafes,English,"360 Main Street Southwest Harbor, Maine","Southwest Harbor, Maine",oneicecrmman@aol.com,2072449444,https://www.facebook.com/Quietside-Cafe-153397438010223,,Black Owned Maine
Rachel Gloria Adams,https://www.blackownedmaine.com/bom-listing/rachel-gloria/,http://www.rachelgloria.com/,"Discover a Black-owned, multifaceted artist in Portland, Me. Book now to see creativity, color, and idea woven into every textile & painting.","Rachel works as a textile designer, painter, arts organizer and educator. Rachel has exhibited her artwork throughout New England. Rachel’s work displays her adoration for African Mudcloths, Scandanavian design and American quilts. With a background in printmaking and textile design, she is able to combine the two by placing black and white patterns alongside cut-out shapes of accentuating colors to make one cohesive piece. Currently, she has several art installations hanging in Portland. Rachel’s art installations can be admired at coffee shops, libraries, galleries, and various street locations around the city. Along with Rachel’s installations, her prints are seen on her website with a number of different design strategies, including but not limited to Florals, Collages, Lineworks, Geometrics, and Patterns.","Rachel works as a textile designer, painter, arts organizer and educator. Rachel has exhibited her artwork throughout New England.",Art & Music,English,"Portland, Maine","Portland, Maine",rachelgloriaadams@gmail.com,NA,,https://www.instagram.com/rachelgloriaia,Black Owned Maine
Rachel Walls Fine Art,https://www.blackownedmaine.com/bom-listing/rachel-walls-fine-art/,https://www.rachelwallsfineart.com/,"Explore exquisite art collections at Cape Elizabeth, Maine. Discover works by iconic Black-owned artists. Visit us for your unique products.","Rachel Walls Fine Art is an art gallery representing the collections of Dahlov Ipcar, Robert Andrew Parker, Cabot Lyford, and Bob Kuhn. We create products based upon arted imagery by those artists. Rachel Walls Fine Art also instructs public and private school students of all grade levels, as well as speaking to adult groups, on various topics related to architecture, craft, design, education, history and fine art.","Rachel Walls Fine Art is an art gallery representing the collections of Dahlov Ipcar, Robert Andrew Parker, Cabot Lyford, and Bob Kuhn. We create products based upon arted imagery by those artists. Rachel Walls Fine…",Art & Music,English,"1000 Shore Rd Cape Elizabeth, Maine","Cape Elizabeth, Maine",missrachelwalls@gmail.com,NA,,https://www.instagram.com/missrachelwalls/?hl=en,Black Owned Maine
Rafiki Shop - Searching for new booth renters!,https://www.blackownedmaine.com/bom-listing/rafiki-shop/,NA,"Discover confidence at our Black-owned hair salon in Portland, Maine. Expert natural hair care, personalized attention, and more. Book now.","We believe that where healthy hair begins with the inner soul. Our braiding shop is ready to help. Our talented stylists will give you personal attention in order to bring out your natural beauty while giving a little boost to your confidence. We pride ourselves on being among the best natural African hair braiding stylists in the Portland, ME area. Rafiki Shop specializes in healthy hair and our stylists can provide you diverse services from quality rope twisted braid to stylish hair weaves, and everything in between.","We believe that where healthy hair begins with the inner soul, Our braiding shop is ready to help.",Beauty and Barber Shops,"English, French, Kirundi, Kinyarwanda, Lingala, Swahili","415 Cumberland Ave. Portland, Maine","Portland, Maine",rafikishop207@gmail.com,9163033002,https://www.facebook.com/pages/category/Barber-Shop/Rafiki-Shop-118654346650630/,https://instagram.com/rafikishop207,Black Owned Maine
Red Cottage,https://www.blackownedmaine.com/bom-listing/red-cottage/,https://www.etsy.com/shop/RedCottage,"Explore antique books, art supplies, & ephemera at our Black-owned Owls Head Maine bookstore. Visit us for unique finds. Book your visit now.","Lots of antique and vintage books, book covers, art journaling supplies, and ephemera in the shop!","""Lots of antique and vintage books, book covers, art journaling supplies, and ephemera in the shop!""",Bookstores,English,Online Business,Online Business,RougetteGallery@aol.com,NA,,https://www.instagram.com/redcottage1/?utm_medium=copy_link,Black Owned Maine
Red Sea,https://www.blackownedmaine.com/bom-listing/red-sea/,NA,"Savor authentic Ethiopian and Eritrean cuisine at our Black-owned restaurant in Portland, Maine. Visit us, order & indulge in unique flavors.",Ethipian and Eritrean Fare,Ethipian and Eritrean Fare,Restaurants,English,"30 Washington Ave Portland, Maine","Portland, Maine",habrom20025@yahoo.com,2078051488,https://www.facebook.com/habrom2,,Black Owned Maine
Regards Restaurant,https://www.blackownedmaine.com/bom-listing/regards-restaurant/,https://www.regardsmaine.com,"Savor unique flavors at our Black-owned restaurant in Portland, Maine. Visit us, explore the menu, & order delights like crispy fried rice.","Regards Restaurant in Portland, ME is a Los Angeles inspired restaurant co-owned by Neil Zabriskie, 0f afro-cubano and polish heritage.","Regards Restaurant in Portland, ME is a Los Angeles inspired restaurant co-owned by Neil Zabriskie, 0f afro-cubano and polish heritage. Regards brings together food memories from Chef Neil's childhood in Los Angeles, as well as…",Restaurants,"English, Spanish","547 Congress Street Portland, Maine","Portland, Maine",hello@regardsmaine.com,2077475940,,https://www.instagram.com/regards.maine/,Black Owned Maine
Rejoice Cleaning Services,https://www.blackownedmaine.com/bom-listing/rejoice-cleaning-services/,https://www.rejoicecleaningservices.com/,"Top-notch, Black-owned cleaning services in Portland, Maine. Contact us for maximum comfort & affordable pricing. Your space, our expertise.","Rejoice Cleaning Services is cleaning company based in Portland ME. Gatien Katumba, a proud immigrant from Congo, is the owner. They specialize in the treatment and maintenance of both business and homes. In addition to general cleaning they provide washing and sanitization services as well. They treat various components of homes and businesses including floors, walls, windows, and carpets. The company seeks to provide maximum comfort and affordable pricing in all of their services. The languages spoken are English, French, and Lingala. When needed, Rejoice Cleaning Services offers to travel to your home or business for on-site evaluations and in-person quotes. Although based in Portland, they offer services for the entire state of Maine. For more information please visit their website ) or Facebook page. To schedule an appointment for services or to speak to someone directly please contact them by email or phone (207-482-9160).","Rejoice Cleaning Services is cleaning company based in Portland ME. Gatien Katumba, a proud immigrant from Congo, is the owner.",Home & Commercial,"English, Lingala, French",Online Business,Online Business,gkatumba@rejoicecleaningservices.com,2074829160,https://www.facebook.com/Rejoice-Cleaning-Services-101464262035172,https://instagram.com/rejoicecleaning,Black Owned Maine
Rhona Beauty,https://www.blackownedmaine.com/bom-listing/rhona-beauty/,https://www.rhona-beauty.com,"Book us at our Black-owned Biddeford, Maine hair salon. Specializing in braiding, dreadlocs, extensions, cuts, color, treatments, lashes etc","We are a salon located on Main Street in Biddeford,we cater to women with every hair type and texture while specializing in Ethnic/Black/African American hair.","Rhona Beauty is a small hair salon that caters to folks of all hair types and specializes in Black/African American Hair. She offers multiple services including cuts, colors, braids, lashes, locs, inc",Beauty and Barber Shops,"English, French","289 Main Street Biddeford, Maine","Biddeford, Maine",rhonabeauty1@gmail.com,2075719903,https://www.facebook.com/rhonabeautyllc,https://www.instagram.com/rhonabeautyllc/,Black Owned Maine
Rising Sun Adventure Tours,https://www.blackownedmaine.com/bom-listing/rising-sun-adventure-tours-2/,https://www.risingsunadventure.com/,"Join a thrilling journey with our Black Maine guide in Bass Harbor. Explore landscapes, conquer challenges, and get unforgettable adventures.","Rising Sun Adventure offers private, guided tours of Acadia National Park and Pemetic, Mount Desert Island, Maine. As a black-owned small business operating on Wabanaki Ancestral Homelands, Rising Sun Adventure is proud to donate 3% of proceeds to organizations promoting indigenous and BIPOC advancement.","Rising Sun Adventure offers sunrise hikes and trail runs on Cadillac. Owner and Guide Kareem A. Dieng is a Registered Maine Guide, US Army Soldier, Wilderness First Responder, and ultramarathon runner","Holistic Wellness, Mental Health, Outdoors, Sports & Fitness",English,"Bass Harbor, Maine","Bass Harbor, Maine",kareem@risingsunadventure.com,12078010064,,http://www.instagram.com/risingsunadventure,Black Owned Maine
Rodney Mashia - Flutist,https://www.blackownedmaine.com/bom-listing/rodney-mashia/,http://www.reverbnation.com/rodneymashia,"Book a Black-owned musical maestro Rodney Mashia in Portland, Maine. Uniting beats and melodies, creating unforgettable tunes with the soul.","Born in New Orleans, raised in rural Louisiana and now based in Portland, Maine, Rodney Mashia has been touching hearts and making folks smile for decades with his music. Music for and from the heart, soul and spirit. It’s all about joy.","Born in New Orleans, raised in rural Louisiana and now based in Portland, Maine, Rodney Mashia has been touching hearts and making folks smile for decades with his music. Music for and from the heart,",Art & Music,English,"Portland, Maine","Portland, Maine",rodney_mashia@hotmail.com,6035488728,https://www.facebook.com/rodneymashiamusic,https://www.instagram.com/rmashia,Black Owned Maine
Root Tech,https://www.blackownedmaine.com/bom-listing/root-tech-2/,NA,"Explore our Black-owned online software company in Portland, Maine. Expert technical support & website solutions for small business. Call us.",Root Tech is a software company that provides technical support to local businesses and also creates websites for the smallest businesses.,Root Tech is a software company that provides technical support to local businesses and also creates websites for the smallest businesses.,Business + Consulting,English,Online Business,Online Business,support@roottechworld.com,2072279823,,,Black Owned Maine
Ruby's Place,https://www.blackownedmaine.com/bom-listing/rubys-place/,https://rubys-place-bakery.business.site/#details,"Delight in perfection at our Black-owned bakery in Gardiner, Maine. Irresistible bagels, donut, turkey etc. Visit us for a flavorful journey.","Ruby’s Place is a bakery based in Gardiner, Maine. This bakery offers many foods such as their turkey, ham, and cheese on Asiago bagel, donuts, and fresh bagels. This bakery is also a local favorite and focuses on providing the best possible customer satisfaction. Further info concerning process, hours of availability and more can be found via their official social media accounts.","Ruby's Place is a bakery based in Gardiner, Maine. This bakery offers many foods such as their turkey, ham, and cheese on Asiago bagel, donuts, and fresh bagels.",Bakery,English,"242 Water Street Gardiner, Maine","Gardiner, Maine",rubysplace20@gmail.com,2075887771,https://www.facebook.com/RUBYSPLACE20,https://www.instagram.com/rubys_place20,Black Owned Maine
Rwanda Bean Coffee (Portland),https://www.blackownedmaine.com/bom-listing/rwanda-bean-coffee-portland/,https://rwandabean.com/,Visit and order from our Black-owned coffee shop in Portland for a delightful experience. Discover exceptional brews and cozy vibes.,"Rwanda Bean was created in 2013 with the mission to support the community of coffee farmers who are growing a stronger Rwanda by sharing their harvests and stories with the wider world. It started with just a couple of pounds of raw beans shipped from Rwanda for a taste-test, and it’s growing to become an amazing community of caring people who believe in giving back.",Rwanda Bean was created in 2013 with the mission to support the community of coffee farmers who are growing a stronger Rwanda by sharing their harvests and stories with the wider world.,Coffee Shops & Cafes,English,Online Business,Online Business,sales@rwandabean.com,2079566686,https://www.facebook.com/RwandaBeanCompany,https://instagram.com/rwandabeancompany,Black Owned Maine
Rwandese Community Association of Maine,https://www.blackownedmaine.com/bom-listing/rwandese-community-association-of-maine/,NA,"Join a Black-led community in Portland, Maine, in providing integration guidance and educational support to Rwandan immigrants in Maine.",The Rwanda Community Association of Maine provides integration guidance and support to Rwandan immigrants in Maine.,"""The Rwanda Community Association of Maine provides integration guidance and support to Rwandan immigrants in Maine."" President, Antoine Bikamba","Cultural Organizations, Nonprofits","Kinyarwanda, French","Portland, Maine","Portland, Maine",info.rwandansinme@gmail.com,NA,,,Black Owned Maine
Ryan Adams,https://www.blackownedmaine.com/bom-listing/ryan-adams/,https://ryanwritesonthings.com/,"Explore the artistry of a Black-owned painter & muralist in Portland, ME. Visit us to witness vibrant stories come to life on canvas & walls.","Ryan Adams is a painter and muralist residing in his hometown of Portland, Maine with his wife, Rachel Gloria and their two daughters. His background in traditional graffiti led him to creating large-scale mural work and hand-lettered design and signage. He began emulating the work from his comic books as a child, but when he received his first copy of ‘Subway Art’, at age 10, his life became consumed by bright colors and bending letter forms. His current work is inspired by a pure obsession for letters, as well as attempting to convey human emotions and insecurities through bold imagery inspired by traditional tattoo flash. His signature ‘gem’ style of work is a geometric breakdown of letterforms with shadows and highlights included to create depth and movement throughout the pieces. His pieces tend to be bold, colorful and clever; often including statements within.",Ryan Adams is a painter and muralist. His background in traditional graffiti led him to creating large-,Art & Music,English,"Portland, Maine","Portland, Maine",Hello@ryanwritesonthings.com,NA,,https://instagram.com/ryanwritesonthings,Black Owned Maine
Sabans Cuisine,https://www.blackownedmaine.com/bom-listing/sabans-cuisine/,NA,"Savor halal delights at Saban's Cuisine, a Black-owned restaurant in Lewiston. Visit us, order, & experience delicious food served with love.","Saban’s cuisine is a halal restaurant based in Lewiston. Their food and environment is centered around their motto , A Delicious food served with love. They offer Dine in, Carry out & Express Delivery For more info check out their Instagram and Facebook.","Saban's cuisine is a halal restaurant based in Lewiston. Their food and environment is centered around their motto , A Delicious food served with love. They offer Dine in, Carry out & Express Delivery For…",Restaurants,"English, Somali","270 Lisbon Street Lewiston, Maine","Lewiston, Maine",NA,2074074083,https://www.facebook.com/Sabans-Cuisine-112001637374915/,https://www.instagram.com/sabanscuisine/,Black Owned Maine
Samara Cole Doyon,https://www.blackownedmaine.com/bom-listing/samara-cole-doyon/,https://samaracoledoyon.com/,"Explore inspiring works by our Black-owned author in Maine. Order online for empowering children's books, poetry. Celebrating Black humanity.","Samara Cole Doyon is an children’s book author, poet, speaker, and facilitator whose work focuses on celebrating the full humanity of Black and brown individuals, families, and communities. She can be booked for author visits, reading group discussion projects, writing workshops and more.","Samara Cole Doyon is an children's book author, poet, speaker, and facilitator whose work focuses on celebrating the full humanity of Black and brown individuals, families, and communities.","Bookstores, Education, Media & Podcasts",English,Online Business,Online Business,samara.doyon@gmail.com,12078995697,https://www.facebook.com/heartrootfire,https://instagram.com/heartrootfire,Black Owned Maine
Samuel James,https://www.blackownedmaine.com/bom-listing/samuel-james/,http://www.therealsamueljames.com/,"Experience the world through music with Black-owned international touring musician, recording artist, journalist in Portland Maine, Book now.","I am an internationally touring musician, recording artist, storyteller, and journalist. Born and raised in Maine.","I am an internationally touring musician, recording artist, storyteller, and journalist. Born and raised in Maine.",Art & Music,English,"Portland, Maine","Portland, Maine",samuel@therealsamueljames.com,2072396626,https://www.facebook.com/therealsamueljames,https://instagram.com/blamueljames,Black Owned Maine
Sankofa Therapeutics,https://www.blackownedmaine.com/bom-listing/sankofa_therapeutics/,https://helencaddielarcenia.amtamembers.com/contact-me,"Experience expert care with our Black massage therapist in Washington, Maine. Visit us for tailored therapy, sports massage, cupping, & more.",Helen Caddie-Larcenia is a massage therapist located in Washington Maine in Knox County. She offers the following services:,"Helen Caddie-Larcenia is a massage therapist located in Washington Maine in Knox County. She offers the following services: Individualized Assessment and Therapy Sports Massage Therapeutic Massage for neck, shoulder, and back pain NMT Neuromuscular Therapy…",Holistic Wellness,English,"636 Old County Road Washington, Maine","Washington, Maine",Sankofatherapeutics@gmail.com,2075424639,,https://instagram.com/caddielarcenia,Black Owned Maine
Savior Claire,https://www.blackownedmaine.com/bom-listing/savior-claire/,https://www.savoirclaire.com,"Contact Black officiating minister in Portland for custom wedding ceremonies & vows. Your love story, your way, for a glorious memory.","I would love to marry you! I provide couples with customized ceremonies & vows. Whether we start with something from my collection or write vows from scratch, your wedding is going to be a glorious memory ‚Äì for you & your guests. I pride myself in creating ceremonies & vows that reflect exactly who you are as individuals and as a loving couple. I want your vows to reflect the love in your hearts and what your unique personalities are bursting to say. We’ll work together until your ceremony and vows are just right.","""I would love to marry you! I provide couples with customized ceremonies & vows. Whether we start with something from my collection or write vows from scratch, your wedding is going to be a glorious…",Weddings & Events,English,"Portland, Maine","Portland, Maine",claire@savoirclaire.com,NA,https://www.facebook.com/ClaireTheWeddingOfficiant,https://instagram.com/savoir_claire,Black Owned Maine
Sci-Fy Unlimited,https://www.blackownedmaine.com/bom-listing/sci-fi-unlimited/,NA,"Visit us for unique vehicle designs and diesel customization at our Black-owned shop in Westbrook, Maine. Drive with style and performance.","Creating a business where we pull our abstract ideas from the brain cloud and force them into Fruition. Sci-fy Unlimited fabricates and designs vehicles to stand out on the road, giving its driver a competitive edge when it comes to looks and performance.
Diesel customization and fabrication shop.","Creating a business where we pull our abstract ideas from the brain cloud and force them into Fruition. Sci-fy Unlimited fabricates and designs vehicles to stand out on the road, giving its driver a competitive…",Auto Services & Repairs,English,"717 Bridgton Road Westbrook, Maine","Westbrook, Maine",info@scifyunlimited.com,2073182197,https://www.facebook.com/Sci-Fy-Unlimited-150748721950644,https://instagram.com/sci5i_customs,Black Owned Maine
Scott's Counseling Services,https://www.blackownedmaine.com/bom-listing/scotts-counseling-services/,https://www.scottscounseling.com/,"Join us for personalized mental wellness in Dover-Foxcroft, Maine. Unlock your fullest potential Spirit, Soul, & Body. Visit for unique care.","My practice treats every person as unique and provides treatment based on their individual need. I help my clients by helping them reach their fullest potential through using evidenced-based practices to identify and address obstacles that challenge their progress towards complete wellness of the whole person: Spirit, Soul, and Body.",My practice treats every person as unique and provides treatment based on their individual need. I help my clients by helping them reach their fullest potential through using evidenced-based practices to identify and address obstacles…,Mental Health,English,"8 Moosehead Lane Unit 117 Dover-Foxcroft, Maine","Dover-Foxcroft, Maine",scottscounseling.svcs@gmail.com,2075588443,https://www.facebook.com/SCSvcs,,Black Owned Maine
Séan Alonzo Harris,https://www.blackownedmaine.com/bom-listing/sean-alonzo-harris/,https://www.seanalonzoharris.com/,"Contact the Black-owned photographer in Portland, Maine, specializing in commercial, editorial, & art photography, creating lasting memories.","Commercial, editorial, and art photographer specializing in portraiture & alternative processes","Commercial, editorial, and art photographer specializing in portraiture & alternative processes",Art & Music,English,"Portland, Maine","Portland, Maine",sean@seanalonzoharris.com,2074505193,https://www.facebook.com/sahphoto,https://www.instagram.com/seanalonzoharris/,Black Owned Maine
Shakur's Auto Services,https://www.blackownedmaine.com/bom-listing/shakurs-auto-services/,NA,NA,"Shakur’s Auto Services is situated at 5 Bates St, Portland, Maine, it is a Local automotive repair shop and dealership with experience and work quality that offer a range of automotive service such as;","Shakur's Auto Services is situated at 5 Bates St, Portland, Maine, it is a Local automotive repair shop and dealership with experience and work quality that offer a range of automotive service such as; Brakes…",Auto Services & Repairs,"English, Somali",Online Business,Online Business,Shakurautoservices@gmail.com,2073310007,https://www.facebook.com/shakur.auto.services.and.sales,https://instagram.com/shakurautoservices,Black Owned Maine
Shameek the God,https://www.blackownedmaine.com/bom-listing/shameek-the-god/,https://music.apple.com/us/artist/shameek-the-god/1039174604,"Dive into the conscious lyrics of a Black-owned rapper in Portland, ME. Book and Witness impactful storytelling & social awareness via music.",Conscious rapper,Conscious rapper,Art & Music,English,"Portland, Maine","Portland, Maine",shameek036@yahoo.com,NA,https://www.facebook.com/shameekthegod,https://instagram.com/shameek_supremist_knowtheledge,Black Owned Maine
Shuriye Tax Services,https://www.blackownedmaine.com/bom-listing/shuriye-tax-services/,NA,"Visit our Black-owned financial services in Portland, Maine. Expert tax assistance for taxpayers and small businesses in Greater Portland.",Bashir M. Shuriye assists taxpayers and small businesses in the Greater Portland Maine area. He is an IRS registered tax preparer and has years of valuable experience. Contact Bashir today for help with your taxes.,Bashir M. Shuriye assists taxpayers and small businesses in the Greater Portland Maine area. He is an IRS registered tax preparer and has years of valuable experience.,Finance,English,"49 Darmouth Street Portland, Maine","Portland, Maine",shuriyetaxservice@gmail.com,2077128869,https://www.facebook.com/bashir.shuriye.1/,https://www.instagram.com/shuriyetax207,Black Owned Maine
siedahasana,https://www.blackownedmaine.com/bom-listing/siedahasana/,https://www.siedahasana.com/,"Discover wellness with a Black practitioner in Portland, Maine. Join my yin yoga & yoga nidra classes at The Breathing Room. Visit us today.","Wellness practitioner trained in yin yoga and yoga nidra. Offering classes at The Breathing Room in Portland, Maine.","Wellness practitioner trained in yin yoga and yoga nidra. Offering classes at The Breathing Room in Portland, Maine.",Holistic Wellness,English,"Portland, Maine","Portland, Maine",siedahasana@gmail.com,12078594000,,https://instagram.com/siedahasana,Black Owned Maine
"Signature Aesthetics, LLC",https://www.blackownedmaine.com/bom-listing/signature-aesthetics-llc/,http://www.signatureaestheticsme.com,"Visit our Black-owned makeup boutique in Gorham, Maine, specializing in microblading & permanent makeup. Experience professional top service.","Signature Aesthetics is a state licensed microblading and permanent makeup boutique focused on professional and individual service. Margaret is certified in Microblading and PMU after working with Platinum Certified Trainer Marlete Rocha Tringale at the Massachusetts Academy. She, also, holds additional certificates in PMU and continues to learn and advance her skills. Margaret’s goal is to make sure you leave feeling your best by creating your own signature look.By the end of 2022 Margaret will be Board Certified by the American Academy of Micropigmentation.",Signature Aesthetics is a state licensed microblading and permanent makeup boutique focused on professional and individual service. Margaret is certified in Microblading and PMU after working with Platinum Certified Trainer Marlete Rocha Tringale at the…,Beauty and Barber Shops,English,"10b Elm Street Gorham, Maine","Gorham, Maine",Margaret@signatureaestheticsme.com,2073702415,https://www.facebook.com/SignatureAestheticsme,https://www.instagram.com/Signatureaestheticsme/,Black Owned Maine
Signature Soul,https://www.blackownedmaine.com/bom-listing/signature-soul/,http://www.signaturesoul.love,"Experience the fusion of rhythm, rhyme, and creativity by Black-owned artist & Hip Hop duo in Portland, Maine. Book now for a wonderful show.","Signature Soul is made up of the eclectic spoken word & hip hop duo Marco Soulo & Signature MiMi. We create and share poetry, music, & art that capture our experiences and shed light on our aspirations. We facilitate creative expression labs and poetry workshops that encourage participants to explore and experiment with their voice. We strive towards sustaining an interdependent network of artistic activists, free-thinkers, and community connectors who are dedicated to making our world more creative and peace-full.","Signature Soul is made up of the eclectic spoken word & hip hop duo Marco Soulo & Signature MiMi. We create and share poetry, music, & art that capture our experiences and shed light on…",Art & Music,English,"Portland, Maine","Portland, Maine",Contact@signaturesoul.love,2078156322,https://www.facebook.com/signaturesoul.love,https://www.instagram.com/signaturesoul?igsh=MzRlODBiNWFlZA==,Black Owned Maine
SILK sugar & skin,https://www.blackownedmaine.com/bom-listing/silk-sugar-skin/,https://www.silksugarandskin.com,"Visit us at our Black-owned esthetics salon in Biddeford, Maine. Tailored skincare for all, with facials, sugaring & brow grooming services.","SILK is an esthetics salon providing skincare services for all skin types & ethnicities. Offering facials, sugaring & brow grooming services by appointment only in the Pepperell Mill in Biddeford. The salon offers a laid back luxury experience so you can be pampered while being the most genuine version of yourself!","SILK is an esthetics salon providing skincare services for all skin types & ethnicities. Offering facials, sugaring & brow grooming services by appointment only in the Pepperell Mill in Biddeford. The salon offers a laid…",Beauty and Barber Shops,English,"40 Main St Building 13, suite 250 Biddeford, Maine","Biddeford, Maine",bianca@silksugarandskin.com,2073186602,https://www.facebook.com/silksugarandskin,https://www.instagram.com/silksugarandskin,Black Owned Maine
Skye Fitness,https://www.blackownedmaine.com/bom-listing/skyes-fitness/,https://www.skyesfitness.com/,"Join Skye, a Black exercise instructor in Bangor, Maine, with years of experience, in Yale New Haven & Pfizer. Seize the fun side of fitness.","Skye is a certified trainer/group exercise instructor with many years of experience. Yale New Haven Wellness center and Pfizer Wellness are just a few places she’s worked for. She also specializes in Barre fitness. Getting in shape shouldn’t be a punishment. It’s an amazing and empowering lifestyle decision that anyone can achieve. I believe in finding the pleasurable side of fitness, and while there may be a sore muscle or two along the way, the amount of fun and levels of energy you will experience will far exceed the discomfort.",Skye is a certified trainer/group exercise instructor with many years of experience. Yale New Haven Wellness center and Pfizer Wellness are just a few places she's worked for.,Sports & Fitness,English,"170 Park St Suite 4 Bangor, Maine","Bangor, Maine",skyewash@gmail.com,2073702612,https://www.facebook.com/skyesfitpage/,https://www.instagram.com/skyesfitness1/,Black Owned Maine
Smith Electrical Design,https://www.blackownedmaine.com/bom-listing/smith-electrical-design/,https://smithelectricaldesign.com,"Contact a Black electrical service in Portland, Maine for improved resilience, high-efficiency designs, and EV car charger installation.","Based in Portland, Maine, Smith Electrical Design can help you improve your electrical resilience. I focus on high efficiency designs to help improve all of your electrical systems. Whether you are doing a renovation, remodel, or need an EV car charger, I can help! I can customize my support to your individual needs and concerns.","""Based in Portland, Maine, Smith Electrical Design can help you improve your electrical resilience. I focus on high efficiency designs to help improve all of your electrical systems.",Home & Commercial,English,"Portland, Maine","Portland, Maine",adrian@smithelectricaldesign.com,2079564049,,,Black Owned Maine
